target_in_1hop_rate,target_in_2hop_rate,target_in_Lhop_rate,average_shortest_path,unreachable_rate,method,N,T,B,d,seed,layers,mask_scope,attention_pair_count,raw_K
1.0,1.0,0.0,1.0,0.0,dense,512,1040,16,8,0,8,structural,1081600,1040
0.9980506822612085,0.9980506822612085,0.0,1.0,0.001949317738791423,dense,512,1040,16,8,0,8,causal_effective,541320,1040
0.001949317738791423,0.001949317738791423,0.0,1.0,0.9980506822612085,local,512,1040,16,8,0,8,structural,16640,16
0.0,0.0,0.0,inf,1.0,local,512,1040,16,8,0,8,causal_effective,8840,16
0.04483430799220273,0.9961013645224172,0.0,1.95906432748538,0.0,random_regular,512,1040,16,8,0,8,structural,81179,80
0.042884990253411304,0.9512670565302144,0.0,2.00390625,0.001949317738791423,random_regular,512,1040,16,8,0,8,causal_effective,41691,80
0.04678362573099415,0.594541910331384,0.0,2.358674463937622,0.0,zigzag_certified,512,1040,16,8,0,8,structural,61230,80
0.04483430799220273,0.39571150097465885,0.08382066276803118,2.733201581027668,0.01364522417153996,zigzag_certified,512,1040,16,8,0,8,causal_effective,31033,80
