task,method,attention_backend,N,B,d,raw_K,effective_K_mean,attention_pair_count,final_valid_loss,final_valid_accuracy,tokens_per_sec,peak_allocated_gb,peak_reserved_gb,device,neighbor_shape
copy_first,dense,dense_mask,512,16,2,512,512.0,262144,0.0003309569539851509,1.0,302767.51029329246,3.2468996047973633,3.4453125,cuda,
copy_first,local,neighbor,512,16,2,16,16.0,8192,1.393645018339157,0.2703125,343838.2394790511,3.1083574295043945,3.447265625,cuda,"[512, 16]"
copy_first,random,neighbor,512,16,2,20,20.0,10240,1.3938998579978943,0.2703125,293208.4134421515,3.6992101669311523,6.259765625,cuda,"[512, 20]"
copy_first,zigzag,neighbor,512,16,2,20,20.0,10240,0.0002016392878431361,1.0,277966.38387805806,3.6992101669311523,6.259765625,cuda,"[512, 20]"
