version,run_id,status,failure_reason,timestamp,host,local_or_remote,git_commit,config_path,config_sha256,command,output_dir,log_path,CUDA_VISIBLE_DEVICES,gpu_name,torch_version,task,data_mode,num_values,copy_mode,sep_token,eos_token,pad_token,method,graph_id,graph_seed,attention_backend,N_train,N_eval,T_raw,T,B,d,G_type,H_type,causal,multiplicity_mode,seed,architecture,layers,d_model,heads,ffn_dim,dropout,optimizer,learning_rate,log_every,eval_every,steps,batch_size,eval_batches,raw_K,unique_K_mean,effective_K_mean_after_causal,effective_K_min_after_causal,effective_K_max_after_causal,pre_causal_unique_K_mean,pre_causal_pair_count,duplicate_rate,self_loop_rate,attention_pair_count_after_causal,lambda_G,mu_H,rho_bound,rho_exact,certified,graph_certified,implementation_certified,theory_aligned_method,remote_local_overlap_mean,target_in_1hop_rate,target_in_2hop_rate,target_in_Lhop_rate,average_shortest_path,unreachable_rate,final_train_loss,eval_loss,eval_token_accuracy,eval_sequence_accuracy,eval_eos_accuracy,training_curves_path,tokens_per_sec,elapsed_sec,peak_allocated_gb,peak_reserved_gb,artifact_dir,metrics_path,neighbor_shape,block_pair_shape
v06,train_N512_seed0_zigzag_boolean,ok,,2026-06-12T16:01:02.517166+00:00,hhpc,remote,525791fb5f020146bbd8aee3400c3ac7fb998521,configs/copy_v06_main_n512.json,7e9c686443ac544daa2a3333a1785c9568272415f90c77ab7a0dbbf59a77ed9b,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v06_main_n512.json --output-dir outputs/copy_v06_main_n512,outputs/copy_v06_main_n512/train_N512_seed0_zigzag_boolean,logs/copy_v06_main_n512_20260612_220241.log,3,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,zigzag_boolean,v06_B16_d8_s2_c41f9afbd3840ed1,2,split,512,512,1026,1040,16,8,permutation_regular,permutation_regular,True,unique_log_m,0,transformer,8,128,4,256,0.1,adamw,0.001,50,50,5000,16,50,80,29.83942222595215,29.83942222595215,1,63,58.875,61230,0.6270072221755981,1.0,31033,0.4430783779678246,0.5491481939947735,0.860373989287474,0.5999831601197602,False,True,False,False,0.0,0.04483430799220273,0.39571150097465885,0.98635477582846,2.733201581027668,0.01364522417153996,0.6976962089538574,0.6918463325500488,0.6280433723196881,0.0,1.0,outputs/copy_v06_main_n512/train_N512_seed0_zigzag_boolean/training_curves.png,44581.815182148464,1866.2317732032388,8.886736392974854,9.1640625,outputs/copy_v06_main_n512/train_N512_seed0_zigzag_boolean,outputs/copy_v06_main_n512/train_N512_seed0_zigzag_boolean/metrics.jsonl,"[1040, 53]",
