version,run_id,status,failure_reason,timestamp,host,local_or_remote,git_commit,config_path,config_sha256,command,output_dir,log_path,CUDA_VISIBLE_DEVICES,gpu_name,torch_version,task,data_mode,num_values,copy_mode,sep_token,eos_token,pad_token,method,graph_id,graph_seed,attention_backend,N_train,N_eval,T_raw,T,B,d,G_type,H_type,causal,multiplicity_mode,seed,architecture,layers,d_model,heads,ffn_dim,dropout,optimizer,learning_rate,log_every,eval_every,steps,batch_size,eval_batches,raw_K,unique_K_mean,effective_K_mean_after_causal,effective_K_min_after_causal,effective_K_max_after_causal,pre_causal_unique_K_mean,pre_causal_pair_count,duplicate_rate,self_loop_rate,attention_pair_count_after_causal,lambda_G,mu_H,rho_bound,rho_exact,certified,graph_certified,implementation_certified,theory_aligned_method,remote_local_overlap_mean,target_in_1hop_rate,target_in_2hop_rate,target_in_Lhop_rate,average_shortest_path,unreachable_rate,final_train_loss,eval_loss,eval_token_accuracy,eval_sequence_accuracy,eval_eos_accuracy,training_curves_path,tokens_per_sec,elapsed_sec,peak_allocated_gb,peak_reserved_gb,artifact_dir,metrics_path,neighbor_shape,block_pair_shape,timestamp_utc,python_version,graph_generation_algorithm,canonical_graph_dir,canonical_graph_artifact_path,canonical_graph_artifact_sha256,canonical_graph_seed,canonical_graph_generation_algorithm,graph_generation_status,graph_generation_attempts,graph_artifact_path,graph_generation_path,graph_certificate_path,graph_artifact_sha256,graph_artifact_sha256_matches_canonical,graph_certificate_sha256,N_total,copy_source_length,rho_zigzag_bound,rho_zigzag_certified,rho_zigzag_exact,rot_g_is_bijection,P_G_row_stochastic_error,P_G_col_stochastic_error,P_H_row_stochastic_error,P_H_col_stochastic_error,collision_count_mean,zigzag_actual_k_min_after_causal,zigzag_actual_k_mean_after_causal,zigzag_actual_k_max_after_causal,zigzag_attention_pair_count_after_causal,random_target_k_source,random_actual_k_min_after_causal,random_actual_k_mean_after_causal,random_actual_k_max_after_causal,random_attention_pair_count_after_causal,random_k_alignment_error_mean,random_k_alignment_error_max,random_alignment_mode,random_k_aligned_to_zigzag,base_learning_rate,lr_scheduler,warmup_ratio,warmup_steps,min_lr_ratio,min_learning_rate,cosine_total_steps,weight_decay,grad_clip_norm,checkpoint_every,total_wall_time_sec,train_wall_time_sec,eval_wall_time_sec,data_prep_wall_time_sec,summary_path,raw_config_snapshot_path,resolved_config_snapshot_path
v07,train_N511_seed0_random_regular,ok,,2026-06-14T11:25:53.707066+00:00,hhpc,remote,a143e01,configs/copy_v07_smoke_n1024_q32_B32_d8.json,9ee94905b9c24850979216dcaf3bf9efc70594d469833097bcda1f8888b244db,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/run_experiment.py --config configs/copy_v07_smoke_n1024_q32_B32_d8.json --output-dir outputs/copy_v07_smoke_n1024_q32_B32_d8 --device cuda --local-or-remote remote --log-path logs/copy_v07_smoke_n1024_q32_B32_d8_20260614T112121Z.log,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular,logs/copy_v07_smoke_n1024_q32_B32_d8_20260614T112121Z.log,3,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random_regular,v07_B32_d8_s0_619e9b962fc61bfd,0,split,511,511,1024,1024,32,8,permutation_regular,permutation_regular,True,unique_log_m,0,transformer,8,128,4,256,0.1,adamw,0.001,10,10,200,32,5,96,40.263671875,40.263671875,1,80,55.763671875,57102,0.5805867513020834,1.0,41230,0.0625,0.6436248213046418,0.9114789606824917,0.46386654287979273,False,,False,False,0.0,0.052734375,0.990234375,0.998046875,1.9549902152641878,0.001953125,1.3848735094070435,1.3843971252441407,0.25216064453125,0.0,1.0,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/training_curves.png,61786.53751753813,106.06841333582997,19.34604787826538,19.90625,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/metrics.jsonl,"[1024, 59]",,2026-06-14T11:25:53.707086+00:00,3.10.0,zigzag_v07_fixed_N1024_q32_B32_d8,outputs/v07_graph_n1024_q32_B32_d8,outputs/v07_graph_n1024_q32_B32_d8/selected_graph.json,53ae37a6584833a1d20d51162a01a03d18bf7eeb9fd0efd2ebf3b8a482427a48,0,zigzag_v07_fixed_N1024_q32_B32_d8,ok,1,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/artifacts/graph/selected_graph.json,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/artifacts/graph/graph_generation.json,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/artifacts/graph/graph_certificate.json,53ae37a6584833a1d20d51162a01a03d18bf7eeb9fd0efd2ebf3b8a482427a48,True,6a3c14d21a5091152499b5d573aa16249b95187dda552eb75405cf3ff8580054,1024,511,0.9114789606824917,True,0.46386654287979273,True,0.0,0.0,0.0,0.0,16.40625,1,40.263671875,80,41230,zigzag_actual_post_causal,1,40.263671875,80,41230,0.0,0,per_query,True,0.001,constant,0.0,0,0.0,0.0,200,0.0,0.0,0,106.06841333582997,106.06841333582997,0.0,0.0,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/summary.json,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/raw_config_snapshot.json,outputs/copy_v07_smoke_n1024_q32_B32_d8/train_N511_seed0_random_regular/resolved_config_snapshot.json
