target_in_1hop_rate,target_in_2hop_rate,target_in_Lhop_rate,average_shortest_path,unreachable_rate,method,N,T,B,d,seed,layers,mask_scope,attention_pair_count,raw_K
0.001949317738791423,0.001949317738791423,0.0,1.0,0.9980506822612085,local,512,1040,16,8,0,8,structural,16640,16
0.0,0.0,0.0,inf,1.0,local,512,1040,16,8,0,8,causal_effective,8840,16
