version,graph_id,graph_seed,T_raw,T,N_task,B,d,q,G_type,H_type,rot_g_is_bijection,P_G_row_stochastic_error,P_G_col_stochastic_error,P_H_row_stochastic_error,P_H_col_stochastic_error,lambda_G,mu_H,rho_bound,rho_zigzag_bound,rho_zigzag_certified,rho_exact,rho_zigzag_exact,simple_condition_lhs,certified,resample_reason,remote_labelled_K,local_labelled_K,raw_K,remote_unique_K_min,remote_unique_K_mean,remote_unique_K_max,collision_count_min,collision_count_mean,collision_count_max,remote_local_overlap_min,remote_local_overlap_mean,remote_local_overlap_max,unique_total_K_min,unique_total_K_mean,unique_total_K_max,row_degree_min_boolean,row_degree_max_boolean,col_degree_min_boolean,col_degree_max_boolean,stationary_l2_to_uniform_boolean
v07,v07_B32_d8_s0_619e9b962fc61bfd,0,1024,1024,1024,32,8,32,permutation_regular,permutation_regular,True,0.0,0.0,0.0,0.0,0.0625,0.6436248213046418,0.9114789606824917,0.9114789606824917,True,0.46386654287979273,0.46386654287979273,0.8324120711988643,True,,64,32,96,39.0,47.59375,59.0,5.0,16.40625,25.0,0.0,0.0,0.0,71.0,79.59375,91.0,71,91,67,91,0.0023208828086765812
