task,method,attention_backend,N,B,d,raw_K,effective_K_mean,attention_pair_count,final_valid_loss,final_valid_accuracy,tokens_per_sec,peak_allocated_gb,peak_reserved_gb,device,neighbor_shape
copy_first,dense,dense_mask,128,16,2,128,128.0,16384,1.3842303454875946,0.234375,81496.68202413211,0.05151700973510742,0.078125,cuda,
copy_first,local,split,128,16,2,16,16.0,2048,1.3851576149463654,0.265625,234587.43318830672,0.03462409973144531,0.078125,cuda,"[128, 0]"
copy_first,random,split,128,16,2,20,20.0,2560,1.3845515847206116,0.234375,178285.07764184376,0.04677534103393555,0.080078125,cuda,"[128, 4]"
copy_first,zigzag,split,128,16,2,20,20.0,2560,0.33938536792993546,1.0,173078.90171272276,0.04677534103393555,0.080078125,cuda,"[128, 4]"
