method,attention_backend,repeats,tokens_per_sec_mean,tokens_per_sec_std,peak_allocated_gb_mean,peak_allocated_gb_std,peak_reserved_gb_mean,peak_reserved_gb_std
dense,dense_mask,3,189398.39458252676,778.0503069212526,5.722977638244629,0.0,6.029947916666667,0.09697680302794495
local,split,3,441810.43873936305,3334.67271173133,0.9455709457397461,0.0,1.046875,0.0
random,split,3,348983.5411412884,31375.096971329654,1.6603574752807617,0.0,1.806640625,0.0
zigzag,split,3,332173.3623394461,27272.900900329936,1.6603574752807617,0.0,1.806640625,0.0
