run_id,timestamp,host,local_or_remote,git_commit,config_path,config_sha256,command,output_dir,log_path,CUDA_VISIBLE_DEVICES,gpu_name,torch_version,task,data_mode,num_values,copy_mode,sep_token,eos_token,pad_token,method,attention_backend,N_train,N_eval,T_raw,T,B,d,G_type,H_type,causal,seed,architecture,layers,d_model,heads,ffn_dim,dropout,optimizer,learning_rate,log_every,steps,batch_size,eval_batches,raw_K,effective_K_mean_after_causal,effective_K_min_after_causal,effective_K_max_after_causal,duplicate_rate,self_loop_rate,attention_pair_count_after_causal,final_train_loss,eval_loss,eval_token_accuracy,eval_sequence_accuracy,eval_eos_accuracy,training_curves_path,tokens_per_sec,elapsed_sec,peak_allocated_gb,peak_reserved_gb,artifact_dir,metrics_path,neighbor_shape,block_pair_shape,status,failure_reason
train_N512_seed1_random,2026-06-12T05:34:39.126256+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed1_random,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random,split,512,2048,4098,4112,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.519698143005371,1,20,0.4740150928497314,1.0,43257,1.3022974729537964,1.398225224018097,0.25026994875549047,0.0,0.0,outputs/copy_v05_main/train_N512_seed1_random/training_curves.png,348282.55824008316,47.77729922533035,1.6858530044555664,1.9375,outputs/copy_v05_main/train_N512_seed1_random,outputs/copy_v05_main/train_N512_seed1_random/metrics.jsonl,"[1040, 4]",,ok,
train_N512_seed1_zigzag,2026-06-12T05:35:27.989845+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed1_zigzag,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,zigzag,split,512,256,514,528,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.5,1,20,0.475,1.0,5544,1.383652925491333,1.4252336978912354,0.25001215953307393,0.0,0.0,outputs/copy_v05_main/train_N512_seed1_zigzag/training_curves.png,346323.6872764638,48.04753648489714,1.6858530044555664,1.9375,outputs/copy_v05_main/train_N512_seed1_zigzag,outputs/copy_v05_main/train_N512_seed1_zigzag/metrics.jsonl,"[1040, 4]",,ok,
train_N512_seed1_zigzag,2026-06-12T05:35:28.300028+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed1_zigzag,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,zigzag,split,512,512,1026,1040,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.5,1,20,0.475,1.0,10920,1.383652925491333,1.3840179145336151,0.2512305068226121,0.0,1.0,outputs/copy_v05_main/train_N512_seed1_zigzag/training_curves.png,346323.6872764638,48.04753648489714,1.6858530044555664,1.9375,outputs/copy_v05_main/train_N512_seed1_zigzag,outputs/copy_v05_main/train_N512_seed1_zigzag/metrics.jsonl,"[1040, 4]",,ok,
train_N512_seed1_zigzag,2026-06-12T05:35:28.883472+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed1_zigzag,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,zigzag,split,512,1024,2050,2064,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.5,1,20,0.475,1.0,21672,1.383652925491333,1.4040074348449707,0.2493719512195122,0.0,0.0,outputs/copy_v05_main/train_N512_seed1_zigzag/training_curves.png,346323.6872764638,48.04753648489714,1.6858530044555664,1.9375,outputs/copy_v05_main/train_N512_seed1_zigzag,outputs/copy_v05_main/train_N512_seed1_zigzag/metrics.jsonl,"[1040, 4]",,ok,
train_N512_seed1_zigzag,2026-06-12T05:35:30.036016+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed1_zigzag,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,zigzag,split,512,2048,4098,4112,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.5,1,20,0.475,1.0,43176,1.383652925491333,1.3914571166038514,0.25038128355295264,0.0,0.0,outputs/copy_v05_main/train_N512_seed1_zigzag/training_curves.png,346323.6872764638,48.04753648489714,1.6858530044555664,1.9375,outputs/copy_v05_main/train_N512_seed1_zigzag,outputs/copy_v05_main/train_N512_seed1_zigzag/metrics.jsonl,"[1040, 4]",,ok,
train_N512_seed2_dense,2026-06-12T05:37:24.819320+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed2_dense,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,dense,dense_mask,512,256,514,528,16,2,cyclic,cycle,True,2,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,528,264.5,1,528,0.4990530303030303,1.0,139656,1.3691129684448242,1.423155379295349,0.2772738326848249,0.0,0.0,outputs/copy_v05_main/train_N512_seed2_dense/training_curves.png,146018.65251883742,113.95804380439222,5.904361248016357,6.150390625,outputs/copy_v05_main/train_N512_seed2_dense,outputs/copy_v05_main/train_N512_seed2_dense/metrics.jsonl,,,ok,
train_N512_seed2_dense,2026-06-12T05:37:25.633513+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed2_dense,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,dense,dense_mask,512,512,1026,1040,16,2,cyclic,cycle,True,2,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,1040,520.5,1,1040,0.49951923076923077,1.0,541320,1.3691129684448242,1.3685641169548035,0.27969054580896685,0.0,1.0,outputs/copy_v05_main/train_N512_seed2_dense/training_curves.png,146018.65251883742,113.95804380439222,5.904361248016357,6.150390625,outputs/copy_v05_main/train_N512_seed2_dense,outputs/copy_v05_main/train_N512_seed2_dense/metrics.jsonl,,,ok,
train_N512_seed2_dense,2026-06-12T05:37:28.425317+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed2_dense,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,dense,dense_mask,512,1024,2050,2064,16,2,cyclic,cycle,True,2,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,2064,1032.5,1,2064,0.4997577519379845,1.0,2131080,1.3691129684448242,1.4039493918418884,0.2606798780487805,0.0,0.0,outputs/copy_v05_main/train_N512_seed2_dense/training_curves.png,146018.65251883742,113.95804380439222,5.904361248016357,6.150390625,outputs/copy_v05_main/train_N512_seed2_dense,outputs/copy_v05_main/train_N512_seed2_dense/metrics.jsonl,,,ok,
train_N512_seed2_dense,2026-06-12T05:37:38.786025+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed2_dense,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,dense,dense_mask,512,2048,4098,4112,16,2,cyclic,cycle,True,2,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,4112,2056.5,1,4112,0.4998784046692607,1.0,8456328,1.3691129684448242,1.3922184228897094,0.2555438628599317,0.0,0.0,outputs/copy_v05_main/train_N512_seed2_dense/training_curves.png,146018.65251883742,113.95804380439222,5.904361248016357,6.150390625,outputs/copy_v05_main/train_N512_seed2_dense,outputs/copy_v05_main/train_N512_seed2_dense/metrics.jsonl,,,ok,
train_N512_seed2_local,2026-06-12T05:38:21.316708+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N512_seed2_local,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,local,split,512,256,514,528,16,2,cyclic,cycle,True,2,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,16,8.5,1,16,0.46875,1.0,4488,1.3844386339187622,1.4272410690784454,0.250863326848249,0.0,0.0,outputs/copy_v05_main/train_N512_seed2_local/training_curves.png,399672.3376832076,41.6341048181057,0.969672679901123,1.17578125,outputs/copy_v05_main/train_N512_seed2_local,outputs/copy_v05_main/train_N512_seed2_local/metrics.jsonl,"[1040, 0]",,ok,
