run_id,timestamp,host,local_or_remote,git_commit,config_path,config_sha256,command,output_dir,log_path,CUDA_VISIBLE_DEVICES,gpu_name,torch_version,task,data_mode,num_values,copy_mode,sep_token,eos_token,pad_token,method,attention_backend,N_train,N_eval,T_raw,T,B,d,G_type,H_type,causal,seed,architecture,layers,d_model,heads,ffn_dim,dropout,optimizer,learning_rate,log_every,steps,batch_size,eval_batches,raw_K,effective_K_mean_after_causal,effective_K_min_after_causal,effective_K_max_after_causal,duplicate_rate,self_loop_rate,attention_pair_count_after_causal,final_train_loss,eval_loss,eval_token_accuracy,eval_sequence_accuracy,eval_eos_accuracy,training_curves_path,tokens_per_sec,elapsed_sec,peak_allocated_gb,peak_reserved_gb,artifact_dir,metrics_path,neighbor_shape,block_pair_shape,status,failure_reason
train_N256_seed1_random,2026-06-12T05:21:28.408043+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N256_seed1_random,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random,split,256,256,514,528,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.484848976135254,1,20,0.4757575511932373,1.0,5536,1.1774866580963135,1.1763366281986236,0.36561284046692605,0.0,1.0,outputs/copy_v05_main/train_N256_seed1_random/training_curves.png,161494.6121558817,52.311342695727944,0.8817987442016602,0.98046875,outputs/copy_v05_main/train_N256_seed1_random,outputs/copy_v05_main/train_N256_seed1_random/metrics.jsonl,"[528, 4]",,ok,
train_N256_seed1_random,2026-06-12T05:21:28.851603+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N256_seed1_random,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random,split,256,512,1026,1040,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.51730728149414,1,20,0.474134635925293,1.0,10938,1.1774866580963135,1.4752041041851043,0.2524914717348928,0.0,0.0,outputs/copy_v05_main/train_N256_seed1_random/training_curves.png,161494.6121558817,52.311342695727944,0.8817987442016602,0.98046875,outputs/copy_v05_main/train_N256_seed1_random,outputs/copy_v05_main/train_N256_seed1_random/metrics.jsonl,"[528, 4]",,ok,
train_N256_seed1_random,2026-06-12T05:21:29.777087+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N256_seed1_random,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random,split,256,1024,2050,2064,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.498062133789062,1,20,0.4750968933105469,1.0,21668,1.1774866580963135,1.4610091149806976,0.24944817073170733,0.0,0.0,outputs/copy_v05_main/train_N256_seed1_random/training_curves.png,161494.6121558817,52.311342695727944,0.8817987442016602,0.98046875,outputs/copy_v05_main/train_N256_seed1_random,outputs/copy_v05_main/train_N256_seed1_random/metrics.jsonl,"[528, 4]",,ok,
train_N256_seed1_random,2026-06-12T05:21:32.333435+00:00,hhpc,remote,75330e074f67e3f181dc3e4cab2d941eb54dbf2d,configs/copy_v05_main.json,5bbba10598ba7dd1230c6adadd347e686f37dd058caa60d3caec5b253662ba79,/home/huiwei/miniconda3/envs/ysx_base/bin/python scripts/synthetic_mvp.py --config configs/copy_v05_main.json --output-dir outputs/copy_v05_main,outputs/copy_v05_main/train_N256_seed1_random,,1,NVIDIA A100-SXM4-80GB,2.10.0+cu128,copy,online,4,full_copy,5,6,0,random,split,256,2048,4098,4112,16,2,cyclic,cycle,True,1,transformer,8,128,4,256,0.1,adamw,0.001,250,1000,16,20,20,10.519698143005371,1,20,0.4740150928497314,1.0,43257,1.1774866580963135,1.4438278675079346,0.2500411786237189,0.0,0.0,outputs/copy_v05_main/train_N256_seed1_random/training_curves.png,161494.6121558817,52.311342695727944,0.8817987442016602,0.98046875,outputs/copy_v05_main/train_N256_seed1_random,outputs/copy_v05_main/train_N256_seed1_random/metrics.jsonl,"[528, 4]",,ok,
